1.196,0
1.196774931,0.00130719
1.208216841,0
1.219879647,0
1.231769807,0
1.243894035,0
1.256259312,0
1.268872898,0
1.281742349,0
1.29487553,0
1.308282343,0.00130719
1.321967934,0
1.335942875,0.00261438
1.35021644,0.00130719
1.364798303,0.00261438
1.379698563,0.00130719
1.394927764,0.00522876
1.410496918,0.00261438
1.426417538,0.00392157
1.442701661,0.00522876
1.459361879,0.00261438
1.476413555,0.00522876
1.493866185,0.00522876
1.511736365,0.00522876
1.530039261,0.00653595
1.548790782,0.00915033
1.568007627,0.0117647
1.587707335,0.00653595
1.607908336,0.0156863
1.628630013,0.0156863
1.649892757,0.0156863
1.671720836,0.00915033
1.69413136,0.00784314
1.717150903,0.0222222
1.740804635,0.0235294
1.765119128,0.0222222
1.790122462,0.00915033
1.815844331,0.0222222
1.84231616,0.0156863
1.869571233,0.0169935
1.897644833,0.0130719
1.926574397,0.0222222
1.956403504,0.0261438
1.987166876,0.0169935
2.018913179,0.0313726
2.051690285,0.027451
2.085549229,0.0196078
2.120544471,0.027451
2.156734187,0.00915033
2.194180594,0.0156863
2.232950308,0.0235294
2.273114735,0.0156863
2.314750516,0.0169935
2.357945569,0.0235294
2.402777611,0.0117647
2.449347494,0.0130719
2.497758262,0.00784314
2.54812127,0.0196078
2.600557039,0.0183007
2.655196219,0.0248366
2.712180675,0.0169935
2.771664717,0.0156863
2.833816499,0.0143791
2.898819601,0.0143791
2.966883645,0.0196078
3.038211587,0.0248366
3.113053657,0.0156863
3.191676109,0.0143791
3.274372794,0.0117647
3.361468827,0.0222222
3.453324861,0.0143791
3.550342075,0.00915033
3.652968037,0.00784314
3.7617036,0.0104575
3.877111087,0.00915033
3.999840006,0.0117647
4.130575761,0.0117647
4.270146551,0.00915033
4.419479297,0.0117647
4.579635278,0.00653595
4.751835396,0.00915033
4.937491359,0.00653595
5.138244467,0.00784314
5.356014268,0.00392157
5.593060131,0.00392157
5.852094172,0.00392157
6.136249279,0.00392157
6.449407622,0.00261438
6.796248471,0.00392157
7.182514886,0.00392157
7.615334237,0.00261438
8.103662045,0.00261438
8.658908285,0.00392157
9.295840112,0.00130719
10.0339549,0
10.89934887,0.00130719
11.92812114,0
13.17134337,0.00261438
14.70387138,0.00130719
16.63998722,0.00130719
19.16329233,0.00130719
